story,character, appearing lines
22455ad5-34c5-4120-a634-7d0377ee15e0,Gina,"[1, 3, 4, 5]"
d7f94f27-0b88-4e68-beed-051181d8d23d,Her brother,"[4, 5]"
d7f94f27-0b88-4e68-beed-051181d8d23d,Milly,"[1, 2, 3, 4, 5]"
d7f94f27-0b88-4e68-beed-051181d8d23d,Jack in the box,"[1, 3, 4]"
b6d83d76-f58a-45e5-b40b-a6cb86b96cd7,Sue,"[1, 2, 3, 4, 5]"
79991f21-c6a6-4ce6-936d-637790dd4fd7,Family,"[2, 3]"
79991f21-c6a6-4ce6-936d-637790dd4fd7,Elephants,"[1, 2, 4, 5]"
44c97c04-21db-400a-a168-5dec6ab35fe6,His dad,"[4, 5]"
44c97c04-21db-400a-a168-5dec6ab35fe6,Jasper,"[1, 2, 3, 4, 5]"
44c97c04-21db-400a-a168-5dec6ab35fe6,His mom,"[1, 2, 3]"
c0afdffd-17fb-432a-aaad-85b57b29604f,Two relatives,"[1, 3, 5]"
c0afdffd-17fb-432a-aaad-85b57b29604f,Lindsay,"[1, 2, 3, 4]"
e1e6e1c7-50fc-42de-ae83-0c0e6002a894,Two fishermen,"[1, 2, 3, 4, 5]"
1d7cef82-9cf6-471d-a2ab-28a21e56ebbf,Christina,"[1, 4, 5]"
1d7cef82-9cf6-471d-a2ab-28a21e56ebbf,Charity,[5]
b7f1ea47-bd39-4180-a090-eec57968f5d8,Her dad,"[1, 2, 4]"
b7f1ea47-bd39-4180-a090-eec57968f5d8,Suzy,"[1, 2, 3, 4, 5]"
8cca996b-be14-47ad-8062-5766f51d377c,Will,"[1, 2, 3, 4, 5]"
8cca996b-be14-47ad-8062-5766f51d377c,Spider,"[3, 4]"
d86fb4f4-8925-403e-86ff-15c04d116352,Rosie,"[2, 5]"
d86fb4f4-8925-403e-86ff-15c04d116352,Lulu,"[1, 2, 3, 5]"
9df8a3c7-20ff-48f9-830a-50f783485d27,Barry,"[1, 2, 3, 4, 5]"
e2ffa50f-fba6-4658-aca6-a4d8185ff931,Someone,"[4, 5]"
e2ffa50f-fba6-4658-aca6-a4d8185ff931,Someone too heavy,"[4, 5]"
e2ffa50f-fba6-4658-aca6-a4d8185ff931,Andrea,"[1, 2, 5]"
e2ffa50f-fba6-4658-aca6-a4d8185ff931,People,[3]
623750dc-c633-4d1f-8138-3b1896424b17,Charles,"[1, 2, 3, 4, 5]"
623750dc-c633-4d1f-8138-3b1896424b17,Clown,"[1, 2, 3, 5]"
623750dc-c633-4d1f-8138-3b1896424b17,Son,"[1, 2, 3, 5]"
bcfe0fdf-55b3-4331-a606-391f9d79cf09,Owner,"[2, 3, 4, 5]"
bcfe0fdf-55b3-4331-a606-391f9d79cf09,John,"[1, 2, 3, 4, 5]"
cb6c8192-8d16-417e-9274-98cf04a4512e,Her best friend,[4]
cb6c8192-8d16-417e-9274-98cf04a4512e,Her friends,"[3, 4]"
cb6c8192-8d16-417e-9274-98cf04a4512e,Leanna,"[1, 2, 3, 4, 5]"
cb6c8192-8d16-417e-9274-98cf04a4512e,Class,[1]
a573edec-9d4a-4092-a04a-b1650f630229,Diana,"[1, 2, 3, 4]"
a573edec-9d4a-4092-a04a-b1650f630229,Security guards,"[4, 5]"
a573edec-9d4a-4092-a04a-b1650f630229,Boss,"[1, 2, 3, 5]"
6e826532-9aa9-4084-ac6b-2dedebd352f7,Sally,"[1, 2, 3, 4]"
6e826532-9aa9-4084-ac6b-2dedebd352f7,Courts,[5]
79356bd2-b3f9-4455-a5be-353f1ae49e1b,Parents,"[2, 3, 4]"
79356bd2-b3f9-4455-a5be-353f1ae49e1b,Lana,"[1, 2, 3, 4, 5]"
d5dfe1a2-a158-4755-8669-49eefc582c62,Mary,"[1, 2, 3, 4, 5]"
9d86d367-585b-4c70-a596-a82d897c68d8,I (myself),"[1, 2, 3, 4, 5]"
9d86d367-585b-4c70-a596-a82d897c68d8,My friend,"[2, 3, 4, 5]"
cfb8f5a3-9246-4ade-9c04-7de45dd04db8,Snake,"[2, 4]"
cfb8f5a3-9246-4ade-9c04-7de45dd04db8,Jon,"[1, 2, 3, 4, 5]"
bfcc5a0c-bfe8-4f94-beb6-a8ec762e4757,Kay,"[1, 2, 3, 4, 5]"
bfcc5a0c-bfe8-4f94-beb6-a8ec762e4757,Friend,"[3, 5]"
ad69e8b4-7ce9-4b6c-ba6f-03f12c61f5cd,I (myself),"[1, 2, 3, 4, 5]"
ad69e8b4-7ce9-4b6c-ba6f-03f12c61f5cd,Friends,"[2, 3]"
ad69e8b4-7ce9-4b6c-ba6f-03f12c61f5cd,Friend,[3]
abc61704-532d-4889-87c0-6797a7ecf7ad,Samantha,"[1, 2, 3, 4, 5]"
22185678-45a3-46ca-8258-fdfdc0aba05a,I (myself),"[2, 3, 5]"
22185678-45a3-46ca-8258-fdfdc0aba05a,Jason,"[1, 2, 3, 4, 5]"
e745a1b6-5f0c-46c6-9195-b71148ccc27f,Maddie's family,"[1, 2, 3, 4, 5]"
9ac284d1-c4f7-4c8a-9168-f4a22659157f,Tyler,"[1, 2, 3, 4, 5]"
9ac284d1-c4f7-4c8a-9168-f4a22659157f,Family,[2]
a9b86772-d5f8-42cf-aafb-e73d3b599682,Kim,"[1, 2, 3, 4, 5]"
31da0d04-0570-4d60-85ae-ad4fb28cb700,I (myself),"[1, 3, 4]"
31da0d04-0570-4d60-85ae-ad4fb28cb700,My friend,"[1, 2, 4, 5]"
c750b348-97da-41dc-8bf4-771946d9a84f,Lucy,"[1, 2, 3, 5]"
c750b348-97da-41dc-8bf4-771946d9a84f,Grandma,"[3, 5]"
8980f33a-dbf4-4688-a1c3-dc1ff935faf2,Bill,"[1, 2, 4, 5]"
b5d52910-39e9-4357-972a-bd963c9730e2,Furniture store,"[3, 4]"
b5d52910-39e9-4357-972a-bd963c9730e2,Aaron,"[1, 2, 3, 4, 5]"
b5d52910-39e9-4357-972a-bd963c9730e2,Owner,[5]
4738e884-1722-4713-934f-24c01833b6bf,I (myself),"[1, 2, 3, 4, 5]"
4738e884-1722-4713-934f-24c01833b6bf,Guy,"[3, 4]"
5e1fd931-c510-4b99-bcc6-861e75d0935e,Mckevin,"[3, 4, 5]"
5e1fd931-c510-4b99-bcc6-861e75d0935e,Tracy,"[1, 2, 4, 5]"
5e1fd931-c510-4b99-bcc6-861e75d0935e,Mr. washington,"[2, 3, 4, 5]"
5e1fd931-c510-4b99-bcc6-861e75d0935e,Doug,"[1, 4, 5]"
9f6eef11-b244-44f8-ae97-1784205507df,Jane,"[2, 3, 4, 5]"
9f6eef11-b244-44f8-ae97-1784205507df,Gina,"[1, 2, 3, 4, 5]"
9f6eef11-b244-44f8-ae97-1784205507df,Ruth,"[1, 2, 4, 5]"
2e891060-66a9-4124-8d3f-47e85d009a49,Donald,"[1, 2, 3, 4, 5]"
2e891060-66a9-4124-8d3f-47e85d009a49,Daniel,"[4, 5]"
a42bef86-2bd9-4d1a-ab7b-b5ba525cd55f,Ella,"[1, 2, 3, 4, 5]"
a42bef86-2bd9-4d1a-ab7b-b5ba525cd55f,Pool company,"[3, 4]"
b4afa758-2bb4-4f27-9211-b0b97fc9f099,Bobby's mother,"[2, 3, 4]"
b4afa758-2bb4-4f27-9211-b0b97fc9f099,Bobby,"[1, 2, 4, 5]"
31903954-4eac-4c10-a8d0-08217f03d496,Sue,"[1, 2, 4, 5]"
31903954-4eac-4c10-a8d0-08217f03d496,Neighbor,"[3, 4, 5]"
182a3f4b-017c-4a59-99ed-a6112976ca12,Eva,"[1, 2, 3, 4, 5]"
9cd4051f-e8f8-4340-a0fd-da22ea26cc62,I (myself),"[3, 5]"
9cd4051f-e8f8-4340-a0fd-da22ea26cc62,Co-worker,"[1, 4, 5]"
9cd4051f-e8f8-4340-a0fd-da22ea26cc62,Grant,"[1, 2, 3, 4, 5]"
e1e55c53-ccba-4fe0-8181-a82ebc19322a,I (myself),"[1, 2, 3, 4, 5]"
c9e81fdf-073c-4c53-8c5f-bb2b7f5f1771,Jason,"[1, 2, 3, 4, 5]"
9b847e24-13b1-4281-8d5a-0e5dac276bdf,Aunt,"[1, 4, 5]"
9b847e24-13b1-4281-8d5a-0e5dac276bdf,Jack,"[1, 2, 3, 5]"
4a2276fc-f8df-4b66-a5de-68041f12315b,Ryan,"[1, 2, 3, 4, 5]"
2eef6a28-6cfe-46ce-86c6-e473fa12c120,Her husband,"[2, 5]"
2eef6a28-6cfe-46ce-86c6-e473fa12c120,Jasmine,"[1, 2, 4, 5]"
9246f7e2-2b1d-447c-903a-f520cedabbbc,I (myself),"[1, 2, 3, 4]"
9246f7e2-2b1d-447c-903a-f520cedabbbc,Brother,"[4, 5]"
8d48e831-cd7c-41fa-9c96-b1d01343bbb0,His friends,[2]
8d48e831-cd7c-41fa-9c96-b1d01343bbb0,Friends in college,[2]
8d48e831-cd7c-41fa-9c96-b1d01343bbb0,Charles,"[1, 3, 4, 5]"
8d48e831-cd7c-41fa-9c96-b1d01343bbb0,Charles' mother,[1]
597e138f-a3fa-4c0d-9c10-1c69512d9552,Twins,"[4, 5]"
597e138f-a3fa-4c0d-9c10-1c69512d9552,Steph,"[1, 2, 3, 4, 5]"
7339323a-b775-4e23-bbbc-f075523526b2,Nora,"[1, 2, 3, 4, 5]"
7339323a-b775-4e23-bbbc-f075523526b2,The dentist,"[1, 4]"
1752fe0f-0f69-48e6-b656-8a027cdae91c,Tim,"[1, 2, 4, 5]"
1752fe0f-0f69-48e6-b656-8a027cdae91c,Friends,[3]
755f6111-9d5b-4f9c-a569-b588602c8102,Louisa,"[1, 2, 3, 4, 5]"
755f6111-9d5b-4f9c-a569-b588602c8102,Tina,"[4, 5]"
77e7841b-b656-446c-a377-40ea359462e3,I (myself),"[1, 3, 4]"
85d670c5-6bdb-4513-904e-315c1e6be41b,Nina,"[1, 2, 3, 4, 5]"
85d670c5-6bdb-4513-904e-315c1e6be41b,Brother,[3]
6e8da00e-e610-4c9c-8616-d65670a47ef7,Workers,[3]
6e8da00e-e610-4c9c-8616-d65670a47ef7,Kyle,"[1, 2, 3, 4, 5]"
1e94108e-4404-4489-8e27-9797b75d9c93,I (myself),"[1, 2, 4, 5]"
1e94108e-4404-4489-8e27-9797b75d9c93,Ups person,[3]
93d7a58e-c82a-4d5d-9b88-d908eba4a6cc,Luke,"[1, 2, 3, 4]"
93d7a58e-c82a-4d5d-9b88-d908eba4a6cc,Beautiful girl,"[2, 3, 5]"
6e811503-a621-420e-a335-6bc69bebe55c,Lisa,"[1, 2, 3, 5]"
6e811503-a621-420e-a335-6bc69bebe55c,Vet,[5]
6e811503-a621-420e-a335-6bc69bebe55c,Dog,"[2, 4, 5]"
8b9d6312-705a-43c9-be7b-6f4c3f2c0b11,English teacher,"[2, 3]"
8b9d6312-705a-43c9-be7b-6f4c3f2c0b11,Mary,"[1, 2, 3, 4, 5]"
8b9d6312-705a-43c9-be7b-6f4c3f2c0b11,Teachers,[2]
e5369689-4937-4395-8dd3-33b581aa4ce5,Tim's dad,[3]
e5369689-4937-4395-8dd3-33b581aa4ce5,Tim,"[1, 2, 4, 5]"
5cdaef9e-ac44-4b50-b015-ae86f5390551,Casey,"[1, 2, 3, 4, 5]"
5cdaef9e-ac44-4b50-b015-ae86f5390551,Boy,[4]
5cdaef9e-ac44-4b50-b015-ae86f5390551,Friends,"[1, 2, 4, 5]"
712535be-ac96-4502-884c-9c2e26af199d,Teddy,"[1, 2, 3, 4, 5]"
00197f2b-aa52-4062-bf5f-2b0133d03477,Tom,"[1, 3, 4, 5]"
e050957f-d0a5-40e6-a2af-0f008bdb6e36,Trick or treaters,[2]
e050957f-d0a5-40e6-a2af-0f008bdb6e36,Kids,"[4, 5]"
e050957f-d0a5-40e6-a2af-0f008bdb6e36,Tom,"[1, 2, 3, 4, 5]"
b98e9209-a33d-4e3c-b191-d36fe709c88e,The teacher,"[4, 5]"
b98e9209-a33d-4e3c-b191-d36fe709c88e,Ella,"[1, 2, 3, 5]"
a9d6b31f-ac36-4356-980e-9feac68b6a26,Boy scout troop,"[1, 2, 3, 4, 5]"
a9d6b31f-ac36-4356-980e-9feac68b6a26,Wild turkeys,"[2, 4, 5]"
af177013-6624-47ae-b4e5-6aa43274f215,Lacy,"[1, 2, 3, 4, 5]"
af177013-6624-47ae-b4e5-6aa43274f215,Doctor,"[4, 5]"
ff1b6209-39e6-45a2-b99f-11ecdadd8091,Tim,"[1, 2, 3, 4, 5]"
097a4796-4cad-4445-9a4e-c749d4bbeb29,Jessie,"[1, 2, 3, 5]"
097a4796-4cad-4445-9a4e-c749d4bbeb29,Her friend,"[1, 2, 3, 4, 5]"
976fe1c9-fe0b-4133-8333-9625c7551414,Julie,"[1, 2, 3, 4, 5]"
976fe1c9-fe0b-4133-8333-9625c7551414,People,[3]
976fe1c9-fe0b-4133-8333-9625c7551414,Basketball team,"[1, 4, 5]"
40f93359-a4c4-4997-ac6b-8c58712bc47d,Friends,[2]
40f93359-a4c4-4997-ac6b-8c58712bc47d,Jason,"[1, 3, 4, 5]"
40f93359-a4c4-4997-ac6b-8c58712bc47d,Friend,[3]
dda2caf3-d3d9-461e-acdd-4d59cb068c9f,Hank,"[1, 2, 3, 4, 5]"
dda2caf3-d3d9-461e-acdd-4d59cb068c9f,The group,[2]
dda2caf3-d3d9-461e-acdd-4d59cb068c9f,The audience,"[4, 5]"
534bd08b-bf6e-4574-9dc4-864c841e7f76,I (myself),"[4, 5]"
534bd08b-bf6e-4574-9dc4-864c841e7f76,Wife,"[1, 2, 3]"
828285c3-525e-4c39-a159-2f6f0ca19063,Kids,"[1, 2]"
828285c3-525e-4c39-a159-2f6f0ca19063,Dan,"[1, 2, 3, 4, 5]"
41561f4d-aad4-4397-b730-e6608220abd1,Sam,"[1, 2, 3, 4, 5]"
f2aa91a0-eb2b-4292-af09-6bb35b6107fe,I (myself),"[1, 2, 3, 4, 5]"
ef0972f3-e319-4eeb-9093-bc482d62f20a,Molly,"[1, 3, 5]"
ef0972f3-e319-4eeb-9093-bc482d62f20a,Son,"[1, 2, 4, 5]"
b7fa635f-23cb-4ca2-a201-f958a77e5aaf,You,[4]
f8c1f03d-8d15-4b2a-b2f3-d6018dbc40cd,I (myself),"[1, 2, 3, 4, 5]"
f8c1f03d-8d15-4b2a-b2f3-d6018dbc40cd,Anyone,"[3, 4, 5]"
b47e44f6-d962-4a9d-ba35-d96914833668,I (myself),"[1, 2, 3, 4, 5]"
b47e44f6-d962-4a9d-ba35-d96914833668,The lead singer,[4]
b47e44f6-d962-4a9d-ba35-d96914833668,My best friend,"[2, 3]"
1080067c-9063-4b1f-bcce-820f2dedb074,Bob,"[1, 2, 3, 4, 5]"
1080067c-9063-4b1f-bcce-820f2dedb074,Loan shark,"[1, 4]"
1a4dc07f-ac99-4541-87ef-e620e938681d,Moose,"[1, 3, 5]"
1a4dc07f-ac99-4541-87ef-e620e938681d,The man,"[1, 2, 4, 5]"
1311d375-88cd-49f4-844d-ceb4148f78cc,Peter's class,"[1, 2, 3]"
1311d375-88cd-49f4-844d-ceb4148f78cc,Peter,"[1, 3, 5]"
1311d375-88cd-49f4-844d-ceb4148f78cc,The elementary school,"[1, 2, 3]"
ca468cb2-1046-4444-a045-aad1285b7432,His friend,"[3, 4]"
ca468cb2-1046-4444-a045-aad1285b7432,Wife,[2]
ca468cb2-1046-4444-a045-aad1285b7432,Tom,"[1, 2, 3, 5]"
8d1de907-46a9-4719-abb9-9a83435947f0,Erin,"[1, 3, 4, 5]"
8d1de907-46a9-4719-abb9-9a83435947f0,Toby,"[1, 2, 5]"
a7e0c31b-a7d5-4788-a7b5-d488567896ba,I (myself),"[1, 2, 3, 4, 5]"
f2a013bd-852f-43f4-9012-4db8ae44c64e,Jane,"[1, 2, 4, 5]"
f2a013bd-852f-43f4-9012-4db8ae44c64e,Her dog,"[1, 2, 3]"
ba0c5a47-76d4-4998-b73d-c324a57d7a96,His uncle,"[1, 2]"
ba0c5a47-76d4-4998-b73d-c324a57d7a96,Guard,[5]
ba0c5a47-76d4-4998-b73d-c324a57d7a96,Charles,"[1, 2, 3, 4, 5]"
ba0c5a47-76d4-4998-b73d-c324a57d7a96,Guys,[2]
ba0c5a47-76d4-4998-b73d-c324a57d7a96,People,[4]
48a5cd4a-72dc-45d8-ad86-0fa9ef61de20,New pilot,[3]
48a5cd4a-72dc-45d8-ad86-0fa9ef61de20,My husband,"[1, 2, 4, 5]"
48a5cd4a-72dc-45d8-ad86-0fa9ef61de20,Soldiers,[3]
06f13ce6-1e27-421f-86fb-4fb3cd7230b5,Dog,"[1, 2, 5]"
06f13ce6-1e27-421f-86fb-4fb3cd7230b5,Tom,"[1, 3, 4, 5]"
9816852d-20ac-4bf6-bac8-6cd377889a9b,Zack,"[1, 2, 3, 4, 5]"
838c93ae-e813-417d-84dd-1dc52477201c,Olivia,"[1, 2, 3, 4, 5]"
b74cce85-c71e-417b-90c2-3d99132bcf5f,Kate,"[1, 2, 3, 4, 5]"
2bd0539b-39d9-4cd6-ae1e-36db85e089dc,Dog,"[2, 3, 5]"
2bd0539b-39d9-4cd6-ae1e-36db85e089dc,The family,"[1, 3]"
2bd0539b-39d9-4cd6-ae1e-36db85e089dc,Mom,[3]
2bd0539b-39d9-4cd6-ae1e-36db85e089dc,The baby,"[4, 5]"
cde64c2b-bd4f-48ca-b6ef-928d31cb8d7b,Margaret,"[1, 2, 3, 4, 5]"
17233b70-e126-4523-b554-7bd1122deca3,Tina,[3]
433e5d71-d29d-4aa4-bda7-535428ede8fd,I (myself),"[1, 2, 3, 4, 5]"
433e5d71-d29d-4aa4-bda7-535428ede8fd,A friend,"[2, 3, 4, 5]"
60ad26b3-9ed0-4102-a6ed-527d79d0a604,His brother,"[4, 5]"
60ad26b3-9ed0-4102-a6ed-527d79d0a604,Charles,"[1, 2, 3, 4, 5]"
97c6c058-3974-47d4-857f-46d7147b31de,A best friend,"[4, 5]"
97c6c058-3974-47d4-857f-46d7147b31de,Lucia,"[1, 2, 3, 4, 5]"
3391184c-f85c-4cca-b52a-24a35fb16bc7,I (myself),"[1, 2, 3, 4, 5]"
6703e223-f60b-44b7-8170-3cc196f8e88e,Manny,"[1, 2, 5]"
6703e223-f60b-44b7-8170-3cc196f8e88e,People in ambulance,[5]
6703e223-f60b-44b7-8170-3cc196f8e88e,A man,"[3, 4, 5]"
99646aeb-cb79-4253-9fcc-7a5e49d8d0ac,Kelsi,"[1, 2, 3, 4, 5]"
ea50b657-4313-408a-ae34-ba3ba3ee08b4,Emerson,"[1, 2, 3, 4, 5]"
ea50b657-4313-408a-ae34-ba3ba3ee08b4,Advisor,[3]
d09ab294-85f7-43bc-b8c5-1d3d9fa9011a,Lea,"[1, 2, 3, 4, 5]"
d09ab294-85f7-43bc-b8c5-1d3d9fa9011a,Several people,[5]
243b622f-4a28-4e34-8428-690ec3da19cc,Joanne,"[1, 2, 3, 5]"
ff7d7fcd-b03d-439f-a291-fdd620b05dfb,Someone,"[3, 4]"
ff7d7fcd-b03d-439f-a291-fdd620b05dfb,Everyone,[4]
ff7d7fcd-b03d-439f-a291-fdd620b05dfb,Jessica,"[1, 2, 3, 4, 5]"
28845ef3-4ce1-4bde-91c1-7e8cd0650179,Molly,"[1, 2, 4, 5]"
79d4b1ff-cb40-498f-9c8c-48d6595b675e,Danielle,"[1, 2, 3, 4, 5]"
ce8c6991-8333-4f61-999a-7276794bd3bd,Lisa,"[1, 2, 3, 4, 5]"
ce8c6991-8333-4f61-999a-7276794bd3bd,James,"[1, 2]"
b84343aa-5148-401f-aefb-ff65c548f69a,Parents,"[1, 2, 4]"
b84343aa-5148-401f-aefb-ff65c548f69a,Bobby,"[1, 2, 3, 4, 5]"
f9cddf9e-51ac-4d01-9599-eff250b9012a,I (myself),"[1, 2, 3, 4, 5]"
f9cddf9e-51ac-4d01-9599-eff250b9012a,Sister,"[3, 4]"
f9cddf9e-51ac-4d01-9599-eff250b9012a,My friend jack,"[1, 2, 3, 4]"
3a43ea4c-8f0c-43ac-b348-2a9d9f678cd9,I (myself),"[1, 2, 3, 5]"
3a43ea4c-8f0c-43ac-b348-2a9d9f678cd9,Rick,"[1, 2, 4]"
cd7fa35e-9953-4c6d-95cc-d20431d73164,Lars,"[1, 2, 3, 4, 5]"
cd7fa35e-9953-4c6d-95cc-d20431d73164,Ben,"[1, 2]"
74c182d1-c30b-416c-bac9-5ab2fabb454d,Bob,"[1, 2, 3, 4, 5]"
74c182d1-c30b-416c-bac9-5ab2fabb454d,College,"[2, 3, 4, 5]"
74c182d1-c30b-416c-bac9-5ab2fabb454d,School,[1]
b1fda376-cd68-4323-ac52-d7f0f18d4b8b,Jody,"[1, 2, 3, 4, 5]"
b1fda376-cd68-4323-ac52-d7f0f18d4b8b,Her old uncle,"[1, 2, 3, 4, 5]"
beb34190-1d1e-4d73-8c54-b4205ed7aa2e,Jim,"[4, 5]"
beb34190-1d1e-4d73-8c54-b4205ed7aa2e,Al,"[1, 2, 3, 4, 5]"
60b0e293-4cbe-4dbc-9597-ac69796e5050,School officer,"[3, 4]"
60b0e293-4cbe-4dbc-9597-ac69796e5050,Her friends,"[1, 2, 4, 5]"
60b0e293-4cbe-4dbc-9597-ac69796e5050,Tina,"[1, 2, 4, 5]"
2d0d70bd-372c-4910-ab98-724ecd50cda3,Amy,"[1, 5]"
2d0d70bd-372c-4910-ab98-724ecd50cda3,Lynn's mom,[4]
2d0d70bd-372c-4910-ab98-724ecd50cda3,Friends,"[1, 5]"
2d0d70bd-372c-4910-ab98-724ecd50cda3,Amy's friend,"[1, 5]"
0ec18f99-d547-4777-ae61-a92c760be5f8,Girlfriend,"[4, 5]"
0ec18f99-d547-4777-ae61-a92c760be5f8,Jimmy,"[1, 2, 3, 5]"
0ec18f99-d547-4777-ae61-a92c760be5f8,Friends,"[2, 3]"
0ec18f99-d547-4777-ae61-a92c760be5f8,Mom,[3]
0ec18f99-d547-4777-ae61-a92c760be5f8,Family,"[2, 3]"
4f16690f-760d-4c5f-91c2-cca13f2845d0,Steve,"[1, 2, 3, 4, 5]"
4f16690f-760d-4c5f-91c2-cca13f2845d0,Carl,"[4, 5]"
d3f8a09a-cc7e-4c84-ae3c-ffaaf55989f4,Son,"[2, 3]"
d3f8a09a-cc7e-4c84-ae3c-ffaaf55989f4,Friends,[5]
d3f8a09a-cc7e-4c84-ae3c-ffaaf55989f4,Gary,"[1, 3, 4, 5]"
9e2e4018-a611-493e-af71-8336edcd2e00,Chris,"[1, 2, 3, 4, 5]"
9e2e4018-a611-493e-af71-8336edcd2e00,Janet,"[3, 4, 5]"
15074089-47a8-4f3c-9d09-48b7002fec18,Carla,"[1, 2, 3, 4]"
15074089-47a8-4f3c-9d09-48b7002fec18,Carla's girls,"[1, 2, 4]"
15074089-47a8-4f3c-9d09-48b7002fec18,Husband,"[2, 4]"
15074089-47a8-4f3c-9d09-48b7002fec18,Teacher,[5]
28449cba-fc7d-42ae-9879-d8fabc86cec2,Amy,"[1, 2, 3, 4, 5]"
28449cba-fc7d-42ae-9879-d8fabc86cec2,Boys,"[2, 5]"
28449cba-fc7d-42ae-9879-d8fabc86cec2,Ben,[5]
28449cba-fc7d-42ae-9879-d8fabc86cec2,Friends,"[1, 2, 3, 4]"
b5518734-e1fa-4907-8969-388c8b600214,Family,"[4, 5]"
b5518734-e1fa-4907-8969-388c8b600214,Tim,"[1, 2, 3, 4, 5]"
5ffa30c5-f2dc-492d-b646-2e78f7cb6eb2,John,"[1, 2, 3, 4, 5]"
5ffa30c5-f2dc-492d-b646-2e78f7cb6eb2,The pizza company,[4]
e809dc43-f711-4e8d-b137-ead015c88950,A snake,[4]
e809dc43-f711-4e8d-b137-ead015c88950,Tess,"[1, 2, 3, 4, 5]"
34541fd3-0d2a-4c19-8973-d5a52378da93,Neighbors,[3]
34541fd3-0d2a-4c19-8973-d5a52378da93,Tom,"[1, 4]"
f9030b9a-68ec-4e7f-9bd3-cccdf6b8d06e,Some of the people,"[2, 4, 5]"
f9030b9a-68ec-4e7f-9bd3-cccdf6b8d06e,His family,"[1, 3, 4, 5]"
f9030b9a-68ec-4e7f-9bd3-cccdf6b8d06e,Alex,"[1, 2, 3, 4, 5]"
dafb1770-c81f-49c5-8a08-a511df235bdb,Jane,"[1, 2, 3, 4, 5]"
5c4d2f01-c43d-452a-817c-ada8945895d3,Car,"[1, 5]"
5c4d2f01-c43d-452a-817c-ada8945895d3,Driver,"[2, 3]"
93f943f4-89e5-4454-842a-e5f812b38196,Professor,"[1, 2, 3, 5]"
434e927d-4ed9-4415-918d-dcc3cff8065e,Chris,"[1, 2, 4]"
434e927d-4ed9-4415-918d-dcc3cff8065e,Chris's girl,"[1, 2, 4]"
28863e1f-63f9-4530-a373-752468378143,My niece,"[2, 3, 4, 5]"
28863e1f-63f9-4530-a373-752468378143,My niece's cat,"[1, 2, 3, 4]"
dc7b88e5-75d3-4ad5-abc8-fb3fbd2d4b55,Timothy,"[1, 3, 4, 5]"
dc7b88e5-75d3-4ad5-abc8-fb3fbd2d4b55,The company,"[1, 2]"
4530811d-8520-4df9-98ea-6d32637c91b4,His mother,"[2, 4]"
4530811d-8520-4df9-98ea-6d32637c91b4,Eddie,"[1, 2, 3, 4, 5]"
6ac63a8c-c932-4f6d-91bc-1e6a3ad5d14d,I (myself),"[1, 2, 3, 4, 5]"
6ac63a8c-c932-4f6d-91bc-1e6a3ad5d14d,The girl,[5]
a261f1f5-17ed-49cd-bc5c-0ec0e520d744,Carmen's mom,[4]
a261f1f5-17ed-49cd-bc5c-0ec0e520d744,Carmen,"[1, 2, 3, 5]"
1089adb8-43c7-43d3-9908-c7a0ecc90867,Gina,"[1, 2, 5]"
1089adb8-43c7-43d3-9908-c7a0ecc90867,Her friends,[5]
1089adb8-43c7-43d3-9908-c7a0ecc90867,Kids,[3]
9164b93c-0997-4b92-9e55-bb6b357afb04,A young lady,"[4, 5]"
9164b93c-0997-4b92-9e55-bb6b357afb04,Friends,[5]
9164b93c-0997-4b92-9e55-bb6b357afb04,Marlin,"[1, 2, 3, 4, 5]"
8e7d8a93-ef2c-4d99-a5bf-dfe28a49e9ca,Friends,"[1, 2, 4, 5]"
8e7d8a93-ef2c-4d99-a5bf-dfe28a49e9ca,Friend,"[2, 4]"
8e7d8a93-ef2c-4d99-a5bf-dfe28a49e9ca,Darren,"[1, 2, 4, 5]"
67438675-3893-4a0e-a26c-8d925b8f97b5,Helen's mom,"[3, 4]"
67438675-3893-4a0e-a26c-8d925b8f97b5,Helen,[5]
03a074ef-b9c0-4277-9ca7-7f10636c030d,Family,"[1, 2, 3, 4, 5]"
51ccc2c9-376a-4632-9d1d-eb9525449c51,Maddie,"[2, 4, 5]"
51ccc2c9-376a-4632-9d1d-eb9525449c51,Maddie's mom,"[1, 3]"
3ffe50ca-80f3-44c2-8735-0c9c829d1ca0,Steve,"[1, 2, 3, 5]"
3ffe50ca-80f3-44c2-8735-0c9c829d1ca0,Girlfriend,"[2, 3, 4, 5]"
330a3419-84e0-405b-83cf-d5a479368529,Larry,"[1, 2, 3, 4, 5]"
53bed901-acd4-4e12-9ffd-5da8d011f97a,A wolf,"[2, 3, 4, 5]"
53bed901-acd4-4e12-9ffd-5da8d011f97a,Ezekiel,"[1, 2, 3, 4, 5]"
67f40327-dda3-488b-8cab-ee03395a68be,His parents,[2]
67f40327-dda3-488b-8cab-ee03395a68be,George,"[1, 2, 3, 4, 5]"
cfae0452-bbde-44c6-a662-1bc02a811752,My sister in law b,"[1, 3, 5]"
cfae0452-bbde-44c6-a662-1bc02a811752,Another girl scout,"[3, 4]"
cfae0452-bbde-44c6-a662-1bc02a811752,The leader,[4]
df90c50c-2267-4e22-a5c5-727ccb5690b6,Jesse,"[1, 2, 3, 4, 5]"
