story,character, appearing lines
eae958d4-53db-46f2-b58c-86926de6031f,Dog,"[3, 5]"
eae958d4-53db-46f2-b58c-86926de6031f,Family,"[1, 2, 3, 4]"
c6310720-dddd-4ff0-8be2-61d1e796c271,Morgan,"[1, 2, 3, 4, 5]"
abded0c3-4b2c-4f34-9476-59d4e56015c6,Friends,"[1, 2, 3, 4, 5]"
abded0c3-4b2c-4f34-9476-59d4e56015c6,Ryan,"[1, 2, 3, 4, 5]"
a49a04e2-42b0-428e-b526-7129540bd120,Tammy,"[1, 2, 3, 4, 5]"
33c1fec7-430f-48ad-852b-1efa6e3646b9,John,"[1, 4]"
33c1fec7-430f-48ad-852b-1efa6e3646b9,Storm,"[2]"
3d470d98-b7d5-4568-9de4-4dd40931baf1,Craig,"[1, 2, 3, 5]"
a0149eb4-0373-4cec-8ff9-f70d2ae162db,I (myself),"[1, 2, 3, 5]"
a0149eb4-0373-4cec-8ff9-f70d2ae162db,An old friend,"[1, 2, 3, 4, 5]"
5319aec4-6369-44ee-b066-098294c9b2e1,The director,"[2, 3, 5]"
5319aec4-6369-44ee-b066-098294c9b2e1,Assistant,"[3, 4]"
5319aec4-6369-44ee-b066-098294c9b2e1,The lead actress,"[1, 3]"
499dccc5-ae29-459e-95cd-3ea971d2f6a5,Girl,"[2, 3, 4, 5]"
499dccc5-ae29-459e-95cd-3ea971d2f6a5,Gary,"[1, 2, 3, 4, 5]"
3a8e3acf-0d01-44bd-afba-8dea24d9ae20,Daughter,"[4]"
3a8e3acf-0d01-44bd-afba-8dea24d9ae20,The father,"[2]"
3a8e3acf-0d01-44bd-afba-8dea24d9ae20,Our friends,"[1]"
8617e97c-f675-49c4-a56b-90d62ae444d3,Sarah,"[1, 2, 3, 4, 5]"
8617e97c-f675-49c4-a56b-90d62ae444d3,Dog,"[1, 2, 4, 5]"
8617e97c-f675-49c4-a56b-90d62ae444d3,Bunny,"[3, 4]"
16b80237-4e8f-46a7-abc8-95c7cff0cf11,Kelly,"[1, 2, 3, 4, 5]"
16b80237-4e8f-46a7-abc8-95c7cff0cf11,Parlor,"[3, 4]"
d87a4c1e-40f0-40da-9f2d-a6d1d19758f0,John,"[1, 2, 3, 4, 5]"
3eb52ca9-2934-4a98-a5b4-5468af01bbcd,Gabriel,"[1, 4, 5]"
3eb52ca9-2934-4a98-a5b4-5468af01bbcd,Drummer,"[3, 4, 5]"
3eb52ca9-2934-4a98-a5b4-5468af01bbcd,Local band,"[1, 2]"
07c5a46f-e5ea-491c-a945-9f8dbf1c314c,I (myself),"[1, 2, 3, 4, 5]"
9d61b924-44f3-42c2-83d0-5412e840ca0d,Group,"[4]"
9d61b924-44f3-42c2-83d0-5412e840ca0d,A large group of dance music lovers,"[4]"
9d61b924-44f3-42c2-83d0-5412e840ca0d,The club,"[1, 2, 3]"
9d61b924-44f3-42c2-83d0-5412e840ca0d,Dave,"[1]"
9d61b924-44f3-42c2-83d0-5412e840ca0d,Patrons,"[2]"
9d61b924-44f3-42c2-83d0-5412e840ca0d,Mayor,"[4, 5]"
c5e57db4-6eb1-48cd-8f1f-3454dd870bf8,Claudia,"[1]"
c5e57db4-6eb1-48cd-8f1f-3454dd870bf8,Partner,"[5]"
b3a14f03-7165-4fa8-9c0e-8f30d714c276,Dan,"[1, 2, 3, 4, 5]"
f12c0e1b-1bdd-4de9-84a9-e6715c1a0d97,I (myself),"[1, 2, 4, 5]"
f12c0e1b-1bdd-4de9-84a9-e6715c1a0d97,My wife,"[3, 5]"
ad87642e-30f3-4302-b837-f6cb05e49587,Flight controller,"[2, 3, 4, 5]"
9230d25e-82b1-4b23-8741-a047dc341389,I (myself),"[1, 2, 3, 4, 5]"
b66a8696-6052-41b5-b240-f4c855c779f8,Billy,"[1, 2, 4]"
b66a8696-6052-41b5-b240-f4c855c779f8,Another dog,"[1, 2, 3, 4, 5]"
b66a8696-6052-41b5-b240-f4c855c779f8,His dog,"[1, 2, 3, 4, 5]"
a5f12c02-85ab-4778-9d3a-dcd7f743d078,Coach,"[3]"
a5f12c02-85ab-4778-9d3a-dcd7f743d078,Team,"[1, 2, 3, 4, 5]"
2fb4c06a-3892-4661-b10e-c31642d2257e,Little boy,"[1, 2, 3, 5]"
2fb4c06a-3892-4661-b10e-c31642d2257e,Sue's kid,"[5]"
2fb4c06a-3892-4661-b10e-c31642d2257e,Mary,"[1, 2, 3, 4, 5]"
2fb4c06a-3892-4661-b10e-c31642d2257e,Sue,"[4]"
6c7e08b2-3e9f-44b6-9c2b-4383c69b7021,Relatives,"[5]"
6c7e08b2-3e9f-44b6-9c2b-4383c69b7021,Charles,"[1, 2, 5]"
14b1ed91-489e-480a-a93b-60e6b7650ba1,Gina,"[1, 2, 3, 4, 5]"
94cf9cdd-51a5-4284-ae11-baee36981874,The kids,"[1, 2, 3, 4]"
0fb030c3-2fac-40f1-a524-1249494543a6,I (myself),"[1]"
0fb030c3-2fac-40f1-a524-1249494543a6,Puppies,"[3]"
0fb030c3-2fac-40f1-a524-1249494543a6,Lollipop,"[1]"
8045fad1-92f3-40eb-9fc3-4251633eae5c,Customers,"[2, 5]"
8045fad1-92f3-40eb-9fc3-4251633eae5c,John,"[1, 2, 3, 4, 5]"
8045fad1-92f3-40eb-9fc3-4251633eae5c,Store,"[2, 5]"
8045fad1-92f3-40eb-9fc3-4251633eae5c,Walmart,"[3]"
22112b9b-e847-4627-8fbc-892a2c602a27,Mama,"[3, 4]"
22112b9b-e847-4627-8fbc-892a2c602a27,Lilly,"[1, 2, 3, 4]"
d11e190e-c3b6-4623-90db-b0e4f53522a8,A man,"[2, 3, 4]"
b5c999d4-4896-43ca-9f79-8dbd1cef2564,The people,"[3, 4]"
b5c999d4-4896-43ca-9f79-8dbd1cef2564,Tom,"[1, 2, 3, 5]"
5cde840d-3122-4fcf-b78d-f703b112d411,Dog,"[2, 4]"
5cde840d-3122-4fcf-b78d-f703b112d411,Annie,"[1, 2, 3, 4, 5]"
440c6e51-ca69-405f-a108-e877db9f55d7,Team,"[1, 2, 3, 4, 5]"
fdf68385-27c8-4eac-8530-dac1cb7db149,I (myself),"[1, 2, 3]"
fdf68385-27c8-4eac-8530-dac1cb7db149,Maddie,"[1, 2, 3, 4, 5]"
fdf68385-27c8-4eac-8530-dac1cb7db149,Snake,"[4]"
38ed1c2b-f3d9-4196-b8e2-a09c66032929,Smith family,"[1, 2, 3, 4, 5]"
593cb2ec-2173-4c3d-8647-53c0d071564f,I (myself),"[1, 3]"
593cb2ec-2173-4c3d-8647-53c0d071564f,Barber,"[2, 3, 4]"
593cb2ec-2173-4c3d-8647-53c0d071564f,Son,"[1, 3, 5]"
99f51614-0b01-4b7b-adf8-c2baebdf5e0d,Cat,"[2]"
6f3c9ef4-2b03-4ad7-87fc-0b183441fb5f,Friend,"[5]"
6f3c9ef4-2b03-4ad7-87fc-0b183441fb5f,Sam,"[1, 2, 3, 4, 5]"
1dc9e6af-71ce-4e46-8f25-ffecb8ff59fd,Kevin,"[1, 2, 3, 4, 5]"
c1d2b829-2b74-49c2-addf-671edc3401e8,Kate,"[1, 3, 4, 5]"
c1d2b829-2b74-49c2-addf-671edc3401e8,Mom,"[1, 4]"
c1d2b829-2b74-49c2-addf-671edc3401e8,Little brother,"[3, 4, 5]"
6716bca8-d0ee-4eb5-9c38-a63dd4a3ba9f,Her husband,"[3, 4]"
6716bca8-d0ee-4eb5-9c38-a63dd4a3ba9f,Gina,"[1, 2, 3, 5]"
518afbeb-c05f-4db9-88be-8c94d550f7e0,A passerby,"[2, 3, 4, 5]"
518afbeb-c05f-4db9-88be-8c94d550f7e0,A kitten,"[1, 2, 3, 4, 5]"
518afbeb-c05f-4db9-88be-8c94d550f7e0,A couple people,"[3, 4, 5]"
55b2982f-5093-4a71-a48e-cb47dc156419,Travis,"[1, 2, 3, 4, 5]"
dbf2e779-a20e-4d49-9b16-716292b0ee86,Airport,"[1, 5]"
dbf2e779-a20e-4d49-9b16-716292b0ee86,Woman,"[2, 4, 5]"
ce65962e-f93f-4bed-91f4-98df636bb7dd,Melba,"[1, 2]"
ce65962e-f93f-4bed-91f4-98df636bb7dd,Carrie,"[4, 5]"
ce65962e-f93f-4bed-91f4-98df636bb7dd,Christine,"[1, 2, 3, 5]"
05d2bba8-f555-4f78-81d2-7a7774b476ae,Christian,"[1, 2, 3, 4, 5]"
05d2bba8-f555-4f78-81d2-7a7774b476ae,Nationwide,"[1, 2]"
082bf782-cf4c-4eac-a8bc-5a9e309d9e08,Moving company,"[5]"
082bf782-cf4c-4eac-a8bc-5a9e309d9e08,Gary,"[1, 2, 3, 4, 5]"
9251b432-66f8-40d9-9358-adb9f7252a10,Lisa,"[1, 2, 3, 4, 5]"
9251b432-66f8-40d9-9358-adb9f7252a10,Friend,"[1, 2, 3, 4, 5]"
3d716e71-ae73-4d17-8dbc-41eca42f3c7d,I (myself),"[1, 2, 3, 4]"
1b5598df-107e-4e3d-8403-782a13020263,Kayla,"[1, 2, 4, 5]"
1b5598df-107e-4e3d-8403-782a13020263,Ian,"[1, 2, 3, 4]"
13d755db-82ca-4ebb-8467-0914fc418ed1,Tim,"[1, 4, 5]"
13d755db-82ca-4ebb-8467-0914fc418ed1,People,"[3]"
d1dc47e0-bf60-41db-a04c-2ee138aacfd9,Cheerleaders,"[3]"
d1dc47e0-bf60-41db-a04c-2ee138aacfd9,Brittany,"[1, 2, 3, 4, 5]"
d1dc47e0-bf60-41db-a04c-2ee138aacfd9,The squad,"[2, 5]"
1011c317-17d6-4156-b9a9-75f1258923b4,Jack,"[1, 2, 3, 4, 5]"
96c1d9a2-f93e-4287-b926-2155e050ec25,Man,"[3, 5]"
96c1d9a2-f93e-4287-b926-2155e050ec25,Jeff,"[1, 2, 3, 4, 5]"
45eb2d96-58b6-45eb-8823-5c037437cbef,Lebron james,"[1, 2, 3, 4]"
10df578f-8026-4b1f-b072-6bac0afa4bb5,Bella,"[1, 2, 3, 4, 5]"
9a82e059-44d6-4e86-9352-dc0b10988a55,Cayla,"[1, 2, 3, 4, 5]"
8c5a441d-6372-406e-a04c-43d180ca074c,Sonny,"[1, 4, 5]"
8c5a441d-6372-406e-a04c-43d180ca074c,Friends,"[1]"
8c5a441d-6372-406e-a04c-43d180ca074c,The man,"[3]"
d543627c-7faa-4ad9-997e-3ffb2391f13d,I (myself),"[1, 2, 3, 4, 5]"
f05eebf0-63b1-47b7-88fb-cfe0a06495bf,Sheila,"[1, 2, 3, 4, 5]"
f05eebf0-63b1-47b7-88fb-cfe0a06495bf,The dentist,"[1, 3, 5]"
f05eebf0-63b1-47b7-88fb-cfe0a06495bf,Parents,"[2]"
e2a2f8a8-4447-40ee-ba4f-aaf29c6c149c,Tim,"[1, 2, 3, 5]"
e2a2f8a8-4447-40ee-ba4f-aaf29c6c149c,Joe,"[1, 2, 4]"
eaa5eac6-6d5d-4a54-b61b-ebb4679a0d74,Pizzeria,"[1, 2, 5]"
eaa5eac6-6d5d-4a54-b61b-ebb4679a0d74,Anna,"[1, 3, 4, 5]"
5c09b0f7-0154-4fc8-97e3-4eef6118731a,Kids,"[3, 4]"
5c09b0f7-0154-4fc8-97e3-4eef6118731a,Brandon,"[1, 2, 3, 4, 5]"
f75183f5-551e-4271-8616-3f7574bfc830,A guy,"[3, 4]"
f75183f5-551e-4271-8616-3f7574bfc830,Kate,"[1, 2, 3, 4, 5]"
b882f04f-7eff-4e0b-a321-4497fd2d2057,Eliza,"[1, 2, 3, 4]"
1eb189f8-a57c-4820-a675-d6ea9807b2e9,I (myself),"[1, 2, 3, 4, 5]"
8eabba6b-3202-4f3a-a7aa-05a286e59dac,Andrew,"[1, 4, 5]"
8eabba6b-3202-4f3a-a7aa-05a286e59dac,Andrews,"[1, 4, 5]"
4657b812-7ebc-49b1-b437-7d0f8d8d5345,Barry,"[1, 2, 3, 5]"
f291222a-aace-4b6b-aff7-d3a5416646e1,Teacher,"[3]"
f291222a-aace-4b6b-aff7-d3a5416646e1,Principal,"[3, 4]"
f291222a-aace-4b6b-aff7-d3a5416646e1,People,"[2]"
f291222a-aace-4b6b-aff7-d3a5416646e1,Russell,"[1, 2, 3, 4, 5]"
f291222a-aace-4b6b-aff7-d3a5416646e1,Parents,"[4]"
69d4035d-baab-484c-aac5-51cc461e6190,Deer,"[3, 4]"
69d4035d-baab-484c-aac5-51cc461e6190,Beth,"[1, 2, 3, 4, 5]"
69d4035d-baab-484c-aac5-51cc461e6190,Uncle,"[5]"
49fe90ca-2726-48ce-aebb-825a966e8a00,Brother,"[5]"
49fe90ca-2726-48ce-aebb-825a966e8a00,Alexis,"[1, 2, 4]"
dad5fe52-3a11-44fc-90e5-0641039581f5,Lenny,"[1, 2, 3, 4, 5]"
3e353e49-d2e5-4093-9850-49308c3b1052,Kids at school,"[2]"
3e353e49-d2e5-4093-9850-49308c3b1052,A kid,"[4]"
3e353e49-d2e5-4093-9850-49308c3b1052,Kids,"[2, 3]"
3e353e49-d2e5-4093-9850-49308c3b1052,Ben,"[1, 2, 3, 5]"
3e353e49-d2e5-4093-9850-49308c3b1052,Everyone,"[3]"
39425667-1d82-4764-b11c-e6ec01746282,A police officer,"[5]"
39425667-1d82-4764-b11c-e6ec01746282,The police,"[1, 2, 3, 4, 5]"
4a062330-a0e9-443d-b7d9-beeae41ca3c1,Brandon,"[1, 2, 3, 4, 5]"
45bbeffc-0542-4ef4-9504-b2361a5f9599,Amber,"[1, 2, 5]"
45bbeffc-0542-4ef4-9504-b2361a5f9599,Husband,"[2, 3, 4, 5]"
97b873e6-9da0-4823-a2b0-4f5b8a7d1e14,Relatives,"[3]"
97b873e6-9da0-4823-a2b0-4f5b8a7d1e14,John,"[1, 2, 3, 4, 5]"
97b873e6-9da0-4823-a2b0-4f5b8a7d1e14,Friends,"[3]"
97b873e6-9da0-4823-a2b0-4f5b8a7d1e14,John's wife,"[2, 3, 4, 5]"
c8a35aaf-5459-4a3f-8347-c4d9cb9f1009,Kate,"[1, 2, 3, 4, 5]"
fc58a1f2-aee5-4f01-be7a-585a112f85b7,Steve,"[1, 3, 4, 5]"
415f105a-7b55-4ce8-9adb-ea412a2f93a7,The magazine,"[3, 4]"
415f105a-7b55-4ce8-9adb-ea412a2f93a7,Sammy,"[1, 2, 3, 4, 5]"
7c61c9d9-3080-49c4-ac49-b860ebbb5461,Sarah,"[1, 3, 4, 5]"
7c61c9d9-3080-49c4-ac49-b860ebbb5461,Sarah's friends,"[2]"
72f5055e-d9ab-410d-bfe8-2837f047383a,Valdimir,"[1, 2, 3]"
72f5055e-d9ab-410d-bfe8-2837f047383a,A girl,"[3, 5]"
72f5055e-d9ab-410d-bfe8-2837f047383a,Vladimir,"[1, 2, 3, 4, 5]"
687de88b-0742-4a66-8b95-e65b0b2b57e5,School,"[1, 3]"
687de88b-0742-4a66-8b95-e65b0b2b57e5,Weatherman,"[2]"
687de88b-0742-4a66-8b95-e65b0b2b57e5,Joey,"[1, 2, 4, 5]"
d27fde7a-7995-4d1f-b4fa-c0f5be1d968a,Lucas,"[1, 2, 3, 4, 5]"
d27fde7a-7995-4d1f-b4fa-c0f5be1d968a,Friend,"[3, 5]"
859d6b41-37f3-42d9-b92e-51670a3a6e25,Daniel,"[1, 2, 3, 4, 5]"
33d46b03-7caa-469b-8180-a040eb614452,Adam,"[1, 2, 3, 4]"
7d794d0e-eba5-413b-9d1d-e57fb602127e,Wife,"[1, 2, 3, 4, 5]"
7d794d0e-eba5-413b-9d1d-e57fb602127e,I (myself),"[1, 2, 3, 4, 5]"
7d794d0e-eba5-413b-9d1d-e57fb602127e,Girls,"[4, 5]"
7d794d0e-eba5-413b-9d1d-e57fb602127e,Boys,"[2]"
7d794d0e-eba5-413b-9d1d-e57fb602127e,A boy,"[5]"
7d794d0e-eba5-413b-9d1d-e57fb602127e,Girl,"[3, 4]"
a7d8c91c-0913-42bc-9487-14aed06bf446,Dad,"[1, 4]"
a7d8c91c-0913-42bc-9487-14aed06bf446,Anna,"[1, 2, 3, 4, 5]"
6223e8ec-36df-4266-a757-a8ba731015b3,The customer,"[4]"
6223e8ec-36df-4266-a757-a8ba731015b3,A chef,"[1, 2, 3, 5]"
b3a3132c-eb39-4219-8d05-ccfb8d55c0a0,I (myself),"[1, 2, 3, 5]"
b3a3132c-eb39-4219-8d05-ccfb8d55c0a0,My friends,"[4, 5]"
23fac46a-dfbe-4489-a9a3-ab756c540aa2,Tanya,"[1, 3, 4]"
23fac46a-dfbe-4489-a9a3-ab756c540aa2,Kim,"[1, 2, 3, 5]"
47595fb3-e086-4763-881f-2245f1b955ff,Goldfish,"[1, 2, 3, 4, 5]"
47595fb3-e086-4763-881f-2245f1b955ff,Sam's children,"[1, 2, 5]"
47595fb3-e086-4763-881f-2245f1b955ff,Sam,"[1, 3, 4, 5]"
0d638965-fc66-435a-aece-1d045c6282ce,Peter,"[1, 2, 3, 4, 5]"
0d638965-fc66-435a-aece-1d045c6282ce,Granddaughter,"[3, 4]"
0d638965-fc66-435a-aece-1d045c6282ce,Kids,"[2]"
71504384-a2d7-4eee-a084-aab0dcf07bda,Amy,"[1, 3, 4]"
71504384-a2d7-4eee-a084-aab0dcf07bda,Jim,"[1, 2, 3, 4, 5]"
d58c2a18-1413-4a72-bf8d-5044b0538f54,Ed,"[1, 2, 3, 4, 5]"
d58c2a18-1413-4a72-bf8d-5044b0538f54,Jean,"[1, 4]"
3bc765f8-b7ae-40bc-b649-a3bbdcc7f805,Debbie,"[1, 2, 3, 4, 5]"
79d00819-97dd-4f19-bf53-66adb29d30fc,John,"[1, 2, 3, 4, 5]"
79d00819-97dd-4f19-bf53-66adb29d30fc,Friends,"[2, 3]"
7662fe6d-cd01-42a7-9a5a-f527be33b439,Students,"[1]"
7662fe6d-cd01-42a7-9a5a-f527be33b439,Greg,"[2, 3, 4, 5]"
7662fe6d-cd01-42a7-9a5a-f527be33b439,Everyone,"[3]"
38994064-a800-4bd4-9521-0a5ef1cc30da,English speaker,"[4]"
38994064-a800-4bd4-9521-0a5ef1cc30da,Jackson,"[1, 2, 3, 4, 5]"
725e31cf-7f68-4181-b624-890d037b888b,Jessi,"[1, 2, 3, 4, 5]"
7d5d464d-0fb8-4385-a6e4-5ee8b88c2a64,Gas station,"[2]"
7d5d464d-0fb8-4385-a6e4-5ee8b88c2a64,Margin,"[1, 2, 3, 4, 5]"
54af05bf-4119-47d6-b099-a3de612ec721,Jay,"[1, 2, 3, 4, 5]"
f701966a-5ef7-4c33-aa16-e5ca7ec0492a,I (myself),"[1, 2, 3, 4]"
f701966a-5ef7-4c33-aa16-e5ca7ec0492a,Children,"[2]"
61006312-c663-4220-81c2-11b68a81ab74,Freda,"[1, 2, 3, 4, 5]"
61006312-c663-4220-81c2-11b68a81ab74,Freda's family,"[1, 4, 5]"
0a32f6c5-d1fa-4ec3-8504-335631996d3b,I (myself),"[4]"
0a32f6c5-d1fa-4ec3-8504-335631996d3b,My wife,"[1]"
b9e4a997-f2fa-4166-99bb-1c0cb6824860,I (myself),"[1, 2, 4, 5]"
b9e4a997-f2fa-4166-99bb-1c0cb6824860,My husband,"[2, 3, 4, 5]"
61a42fff-19e5-4159-a0b0-3db61def8712,Andy,"[1, 2, 3, 4, 5]"
61a42fff-19e5-4159-a0b0-3db61def8712,Principal,"[3]"
53257bde-306c-4cb1-8fa0-430760f4bfaa,Kathy,"[1, 2, 3, 4, 5]"
53257bde-306c-4cb1-8fa0-430760f4bfaa,Mom,"[2]"
3cc3a60e-64f4-43f7-b562-a16c0d317b8c,Boy,"[1, 3, 4]"
3cc3a60e-64f4-43f7-b562-a16c0d317b8c,Brother,"[3, 4]"
4750c8c7-d9e1-47cb-8de2-dbe3845d4c5d,Ivan,"[1, 2, 3, 4, 5]"
4750c8c7-d9e1-47cb-8de2-dbe3845d4c5d,Poor family,"[3, 4, 5]"
5d830e25-4512-408a-95e7-f8effc5b383a,Farad,"[1, 2, 5]"
5d830e25-4512-408a-95e7-f8effc5b383a,Someone,"[4]"
5d830e25-4512-408a-95e7-f8effc5b383a,Friends,"[1, 2, 3, 4, 5]"
9e8146a1-43e0-4272-ac3f-bb9fcf68a075,Kim's son,"[1, 2, 3, 4]"
9e8146a1-43e0-4272-ac3f-bb9fcf68a075,Kim,"[1, 5]"
b652d60a-0a1a-4744-b7e3-31fc900af10c,Mila,"[1, 2, 3, 4, 5]"
85216731-23bb-4190-a956-c67ea99ff8c6,Cats,"[3]"
85216731-23bb-4190-a956-c67ea99ff8c6,Toby,"[1, 2, 3, 4, 5]"
85216731-23bb-4190-a956-c67ea99ff8c6,Children,"[3]"
85216731-23bb-4190-a956-c67ea99ff8c6,Sullivan family,"[1]"
75f8962e-57b1-44e7-86cc-4237da4d95ab,Aunt,"[1]"
75f8962e-57b1-44e7-86cc-4237da4d95ab,Flights,"[2]"
75f8962e-57b1-44e7-86cc-4237da4d95ab,Train,"[3]"
75f8962e-57b1-44e7-86cc-4237da4d95ab,Nigel,"[1, 2, 3, 4, 5]"
22fb6d7d-30d7-40ae-a164-cd34785de796,I (myself),"[1, 3, 5]"
22fb6d7d-30d7-40ae-a164-cd34785de796,Whole foods,"[1, 2, 4]"
fe173514-5598-4f9c-9f99-e54be9ba8f5b,Samantha,"[1, 2, 3, 4, 5]"
fe173514-5598-4f9c-9f99-e54be9ba8f5b,Samantha's dad,"[1, 2]"
2039bd74-6d04-4cb4-9372-2d301d68846d,Blake,"[1, 2, 3, 5]"
2039bd74-6d04-4cb4-9372-2d301d68846d,Someone,"[4]"
2039bd74-6d04-4cb4-9372-2d301d68846d,Garbage man,"[1]"
a029afd4-5e0b-46fd-a031-30b22269d032,Sam,"[1, 2, 3, 4, 5]"
febb89ba-7db7-4e8e-9d95-e38c3c424705,Meredith,"[1, 2, 3, 4, 5]"
febb89ba-7db7-4e8e-9d95-e38c3c424705,Dad,"[2, 5]"
e0301f08-36de-44d4-8171-328a270d9b62,I (myself),"[1, 2, 3, 4]"
e0301f08-36de-44d4-8171-328a270d9b62,My friends,"[4]"
2759ff1b-dc95-40bf-b268-6d62784d9208,Rona,"[1, 2, 3, 4, 5]"
2759ff1b-dc95-40bf-b268-6d62784d9208,Friends,"[2, 3, 4, 5]"
47b75cdc-2010-4f5c-84ec-8e21b48d5461,I (myself),"[1, 2, 3, 4, 5]"
47b75cdc-2010-4f5c-84ec-8e21b48d5461,Her boyfriend,"[3]"
47b75cdc-2010-4f5c-84ec-8e21b48d5461,Someone,"[3]"
5b2f385a-9868-43d8-8fb8-f753b7c02ff4,Paul,"[1, 2, 3, 5]"
e2a4ca89-b557-42f6-b372-2e9236eb4b4f,Rose,"[1, 3, 5]"
e2a4ca89-b557-42f6-b372-2e9236eb4b4f,Rose's dog,"[1, 2, 3, 4, 5]"
e2a4ca89-b557-42f6-b372-2e9236eb4b4f,A squirrel,"[3, 4]"
8ed92f8e-4760-49b1-beb6-25ddf70204ff,Animals,"[1]"
8ed92f8e-4760-49b1-beb6-25ddf70204ff,Liz,"[1, 2, 3, 4, 5]"
d899c7c4-44df-4fb5-ac28-f4f7439eb503,George,"[1, 2, 3, 4, 5]"
0c30cb26-3fcc-4485-a7b0-5fa8cb6dc4bb,Jenna,"[1, 2, 3, 4, 5]"
844ffee9-309f-451a-8727-6736629a41fc,Pat,"[1, 2, 3, 4, 5]"
844ffee9-309f-451a-8727-6736629a41fc,Rick,"[1, 2, 3, 4, 5]"
295ca6f5-84f3-4231-afcb-0cbe2da5221d,I (myself),"[1, 2, 3, 4]"
50c5bc6f-3939-473d-af74-d049394ac058,I (myself),"[1, 2, 3, 4, 5]"
50c5bc6f-3939-473d-af74-d049394ac058,Cats,"[1, 5]"
3758c985-a50a-4ff7-9745-9fb8b6ba9229,Lisa,"[1, 2, 4]"
3758c985-a50a-4ff7-9745-9fb8b6ba9229,A small duck,"[2, 3]"
5b0b36a6-a7fc-4fa1-8f48-f14d073c3006,Emmie,"[1, 2, 3, 4, 5]"
5b0b36a6-a7fc-4fa1-8f48-f14d073c3006,Grandmother,"[2, 3]"
5b0b36a6-a7fc-4fa1-8f48-f14d073c3006,Brother,"[4]"
5b0b36a6-a7fc-4fa1-8f48-f14d073c3006,Grandpa,"[3]"
5b0b36a6-a7fc-4fa1-8f48-f14d073c3006,Mommy,"[1]"
3677961e-9702-4889-a227-f927501024ef,Sarah,"[1, 2, 3, 4, 5]"
3677961e-9702-4889-a227-f927501024ef,Her husband,"[2, 3, 4, 5]"
e996ee56-4a3d-4e08-9e97-dbd4bbef633f,Tabitha,"[1, 2, 3, 4, 5]"
e996ee56-4a3d-4e08-9e97-dbd4bbef633f,Police,"[4, 5]"
e996ee56-4a3d-4e08-9e97-dbd4bbef633f,Mom,"[2]"
9d9ebf5f-726d-49b2-b065-7c7113b2848a,Counselor,"[2]"
9d9ebf5f-726d-49b2-b065-7c7113b2848a,Scottie,"[1, 2, 3, 4, 5]"
9e57038c-54ea-4e46-adee-12f152577805,Dave,"[1, 2, 3, 4, 5]"
b294b8ab-02c4-47b9-8cbd-0de9905a737a,I (myself),"[1, 2, 3, 4, 5]"
b294b8ab-02c4-47b9-8cbd-0de9905a737a,My friends,"[1]"
a66b3c7a-e71f-42ea-bd2f-8ee6844fca28,Dan,"[1, 2, 3, 4, 5]"
a66b3c7a-e71f-42ea-bd2f-8ee6844fca28,Dan's running coach,"[2, 5]"
95a8714b-a9e2-49f2-ad49-d3f64193b232,I (myself),"[3]"
95a8714b-a9e2-49f2-ad49-d3f64193b232,Zach,"[3, 4, 5]"
9b02bc06-aa22-49f9-81f0-73b9b227661e,Tim,"[1, 2, 3, 5]"
9b02bc06-aa22-49f9-81f0-73b9b227661e,His wife,"[2, 3]"
fd4b7c8c-6b8f-4628-ad2f-59fc9151f73e,Gina,"[1, 4, 5]"
fd4b7c8c-6b8f-4628-ad2f-59fc9151f73e,Puppy,"[1, 2, 3, 4]"
773d93c5-a2c5-484d-b918-6e2ffc392e07,His dad,"[1]"
773d93c5-a2c5-484d-b918-6e2ffc392e07,The creatures,"[5]"
773d93c5-a2c5-484d-b918-6e2ffc392e07,Owen,"[1]"
773d93c5-a2c5-484d-b918-6e2ffc392e07,Starfish,"[4]"
ec492004-84b1-4c2b-8d0d-6108740f9517,Bobby,"[1, 2, 3, 4, 5]"
47574bb2-55fb-4476-b26b-03aaf9fe4dc4,Wendy,"[1]"
4933fbde-5cfe-4883-bf3d-ce2d8450d681,Eric,"[1, 2, 3, 4, 5]"
14cf276d-47cf-473d-b156-2b3006d6775d,Tom,"[1, 2, 3, 4, 5]"
19f48bf0-6dc4-49f8-9ccd-b61e29557742,Holly,"[1, 2, 3, 4, 5]"
19f48bf0-6dc4-49f8-9ccd-b61e29557742,School,"[4, 5]"
c5430d70-ce90-473c-a5fd-ee804d03113e,I (myself),"[2, 3, 4, 5]"
c5430d70-ce90-473c-a5fd-ee804d03113e,Ham,"[1, 2, 3, 4, 5]"
c9b0a9b7-2b44-44fe-b3a9-5cddb7c5373a,Jimmy,"[1, 2, 3, 4, 5]"
66e3ece7-c499-49cd-93f9-190d5197834b,Dan,"[1, 2, 3, 4, 5]"
66e3ece7-c499-49cd-93f9-190d5197834b,Daughter,"[1, 2, 3, 4, 5]"
692a4fab-cb3e-4d40-a3bd-1aff350c2fa5,Kelly,"[1, 2, 3, 4, 5]"
692a4fab-cb3e-4d40-a3bd-1aff350c2fa5,Parents,"[2, 3]"
b405a530-4f73-4df6-89e7-5cd620e3cae9,I (myself),"[1, 2, 3, 4, 5]"
b405a530-4f73-4df6-89e7-5cd620e3cae9,Supervisor,"[3, 4]"
b405a530-4f73-4df6-89e7-5cd620e3cae9,Friends,"[1, 2, 3, 4, 5]"
b405a530-4f73-4df6-89e7-5cd620e3cae9,People,"[2, 3]"
